gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
ADRB2,ESMOLOL HYDROCHLORIDE,ChEMBL,1,inhibitor
LAMB1,OCRIPLASMIN,ChEMBL,1,cleavage
LAMC3,OCRIPLASMIN,ChEMBL,1,cleavage
LAMB4,OCRIPLASMIN,ChEMBL,1,cleavage
PTGS2,CELECOXIB,ChEMBL,1,inhibitor
PTGS2,ETODOLAC,ChEMBL,1,inhibitor
CHRNE,SUCCINYLCHOLINE,ChEMBL,1,agonist
GABRE,FLUMAZENIL,ChEMBL,1,negative modulator
GABRQ,CHLORDIAZEPOXIDE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRP,CHLORDIAZEPOXIDE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA2,CHLORDIAZEPOXIDE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA4,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRG3,METHOHEXITAL SODIUM,ChEMBL,1,positive modulator
GABRA4,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRG1,QUAZEPAM,ChEMBL,1,positive modulator
GABRA6,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRQ,TEMAZEPAM,ChEMBL,1,positive modulator
RPSA,CHLORTETRACYCLINE HYDROCHLORIDE,ChEMBL,1,inhibitor
RPSA,QUINUPRISTIN,ChEMBL,1,inhibitor
CACNA2D1,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNA1D,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNA2D2,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
KCNK10,ISOFLURANE,ChEMBL,1,potentiator
CACNG5,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNA1I,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNG8,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNG6,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNA1F,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
CACNB4,GABAPENTIN ENACARBIL,ChEMBL,1,modulator
SCN3A,CHLOROPROCAINE,ChEMBL,1,blocker
SCN11A,ETHOTOIN,ChEMBL,1,blocker
SCN4A,DISOPYRAMIDE PHOSPHATE,ChEMBL,1,blocker
SCN8A,QUINIDINE SULFATE,ChEMBL,1,blocker
SCN11A,PROCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,MEPHENYTOIN,ChEMBL,1,blocker
SCN1A,TETRACAINE,ChEMBL,1,blocker
SCN4A,TETRACAINE,ChEMBL,1,blocker
SCN5A,TETRACAINE,ChEMBL,1,blocker
SCN11A,TOCAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
ADRA2A,EPINEPHRINE BITARTRATE,ChEMBL,1,agonist
ADRB2,EPINEPHRINE BITARTRATE,ChEMBL,1,agonist
KCNK2,ISOFLURANE,ChEMBL,1,potentiator
KCNK9,ISOFLURANE,ChEMBL,1,potentiator
PTGIR,TREPROSTINIL DIOLAMINE,ChEMBL,1,agonist
HCRTR2,SUVOREXANT,ChEMBL,1,inhibitor
PARP2,OLAPARIB,ChEMBL,1,inhibitor
PDE3A,OXTRIPHYLLINE,ChEMBL,1,inhibitor
PSMD14,IXAZOMIB CITRATE,ChEMBL,1,inhibitor
PSMB6,IXAZOMIB CITRATE,ChEMBL,1,inhibitor
KDR,CEP-7055,ChEMBL,1,inhibitor
HDAC2,FIMEPINOSTAT,ChEMBL,1,inhibitor
PIK3CD,FIMEPINOSTAT,ChEMBL,1,inhibitor
PIK3R3,DS-7423,ChEMBL,1,inhibitor
PIK3R2,DS-7423,ChEMBL,1,inhibitor
MET,EMD-1204831,ChEMBL,1,inhibitor
HDAC9,FIMEPINOSTAT,ChEMBL,1,inhibitor
MAPK1,RAVOXERTINIB,ChEMBL,1,inhibitor
PIK3CG,DS-7423,ChEMBL,1,inhibitor
PRKD1,GSK-690693,ChEMBL,1,inhibitor
EGFR,THELIATINIB,ChEMBL,1,inhibitor
AKT2,GSK-690693,ChEMBL,1,inhibitor
EGFR,OLMUTINIB,ChEMBL,1,inhibitor
AKT1,GSK-690693,ChEMBL,1,inhibitor
AURKA,KW-2449,ChEMBL,1,inhibitor
ABL1,KW-2449,ChEMBL,1,inhibitor
RAF1,RG-7376,ChEMBL,1,inhibitor
CHEK1,SCH-900776,ChEMBL,1,inhibitor
CHEK1,RG-7741,ChEMBL,1,inhibitor
MAP2K1,RO-4987655,ChEMBL,1,inhibitor
CDK4,RGB-286638,ChEMBL,1,inhibitor
PIK3CG,SF-1126,ChEMBL,1,inhibitor
ERBB2,MUBRITINIB,ChEMBL,1,inhibitor
FGFR2,RG-1530,ChEMBL,1,inhibitor
CHRM3,LAS190792,ChEMBL,1,inhibitor
FLT1,RG-1530,ChEMBL,1,inhibitor
FGFR1,RG-1530,ChEMBL,1,inhibitor
PIK3CA,ALPELISIB,ChEMBL,1,inhibitor
PIK3CA,VOXTALISIB,ChEMBL,1,inhibitor
PIK3R2,VOXTALISIB,ChEMBL,1,inhibitor
PIK3CB,VOXTALISIB,ChEMBL,1,inhibitor
PRKCH,UCN-01,ChEMBL,1,inhibitor
PRKCQ,UCN-01,ChEMBL,1,inhibitor
FYN,TG100-801,ChEMBL,1,inhibitor
UTS2R,PALOSURAN,ChEMBL,1,inhibitor
NPY5R,VELNEPERIT,ChEMBL,1,inhibitor
HTR2A,TRELANSERIN,ChEMBL,1,inhibitor
OXTR,RELCOVAPTAN,ChEMBL,1,inhibitor
NPY4R,TM30339,ChEMBL,1,agonist
CALCRL,DAVALINTIDE,ChEMBL,1,agonist
GRIN2A,GW468816,ChEMBL,1,inhibitor
CHRNA4,ISPRONICLINE,ChEMBL,1,agonist
CACNA1S,AZD1305,ChEMBL,1,blocker
GRIN1,GW468816,ChEMBL,1,inhibitor
CHRNA4,POZANICLINE,ChEMBL,1,agonist
SCN4A,NERISPIRDINE,ChEMBL,1,blocker
SCN7A,NERISPIRDINE,ChEMBL,1,blocker
KCNC3,NERISPIRDINE,ChEMBL,1,blocker
GRIA3,MK-8777,ChEMBL,1,positive modulator
TRPA1,GRC-17536,ChEMBL,1,inhibitor
FGFR3,BRIVANIB,ChEMBL,1,inhibitor
FLT1,BRIVANIB,ChEMBL,1,inhibitor
PDGFRB,CEDIRANIB,ChEMBL,1,inhibitor
FLT4,VATALANIB,ChEMBL,1,inhibitor
ADRA2B,ESMIRTAZAPINE MALEATE,ChEMBL,1,inhibitor
GRM3,POMAGLUMETAD METHIONIL,ChEMBL,1,agonist
KDR,RIVOCERANIB MESYLATE,ChEMBL,1,inhibitor
CNR1,OTENABANT,ChEMBL,1,inhibitor
CCR5,APLAVIROC HYDROCHLORIDE,ChEMBL,1,inhibitor
HRH1,ESMIRTAZAPINE MALEATE,ChEMBL,1,inhibitor
CACNA1B,RALFINAMIDE,ChEMBL,1,blocker
GRIN2B,RALFINAMIDE,ChEMBL,1,inhibitor
GRIN2D,RALFINAMIDE,ChEMBL,1,inhibitor
GRIN2A,RALFINAMIDE,ChEMBL,1,inhibitor
SCN9A,RALFINAMIDE,ChEMBL,1,blocker
CHRNB2,DEXMECAMYLAMINE,ChEMBL,1,inhibitor
ITGB7,ETROLIZUMAB,ChEMBL,1,inhibitor
ITGAL,ODULIMOMAB,ChEMBL,1,inhibitor
SOST,ROMOSOZUMAB,ChEMBL,1,inhibitor
HLA-DRB1,LYM-1,ChEMBL,1,other/unknown
TUBA1B,CROLIBULIN,ChEMBL,1,inhibitor
TUBB4A,CROLIBULIN,ChEMBL,1,inhibitor
TUBA1A,CROLIBULIN,ChEMBL,1,inhibitor
TUBA4A,FOSBRETABULIN TROMETHAMINE,ChEMBL,1,negative modulator
TUBB4A,FOSBRETABULIN TROMETHAMINE,ChEMBL,1,negative modulator
TUBA4A,FOSBRETABULIN DISODIUM,ChEMBL,1,inhibitor
TUBA3E,FOSBRETABULIN TROMETHAMINE,ChEMBL,1,negative modulator
SLC5A2,REMOGLIFLOZIN ETABONATE,ChEMBL,1,inhibitor
TUBA3E,FOSBRETABULIN DISODIUM,ChEMBL,1,inhibitor
MYH6,OMECAMTIV MECARBIL,ChEMBL,1,activator
MYH7B,OMECAMTIV MECARBIL,ChEMBL,1,activator
CD3E,ERTUMAXOMAB,ChEMBL,1,modulator
PTGS1,ALCLOFENAC,ChEMBL,1,inhibitor
ADRB2,FENOTEROL,ChEMBL,1,agonist
GABRP,METHAQUALONE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA5,METHAQUALONE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRB2,METHAQUALONE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRG3,METHAQUALONE HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRB1,METHAQUALONE HYDROCHLORIDE,ChEMBL,1,positive modulator
CACNA1H,SULOCTIDIL,ChEMBL,1,blocker
CACNB1,SULOCTIDIL,ChEMBL,1,blocker
CACNA1F,SULOCTIDIL,ChEMBL,1,blocker
CACNA1I,SULOCTIDIL,ChEMBL,1,blocker
CACNA1D,SULOCTIDIL,ChEMBL,1,blocker
CACNG6,SULOCTIDIL,ChEMBL,1,blocker
HRH1,THENALIDINE,ChEMBL,1,inhibitor
CACNB3,SULOCTIDIL,ChEMBL,1,blocker
CACNG3,SULOCTIDIL,ChEMBL,1,blocker
HTR5A,ZIMELDINE HYDROCHLORIDE,ChEMBL,1,inhibitor
PDGFRA,TOVETUMAB,ChEMBL,1,inhibitor
HTR3C,ZIMELDINE HYDROCHLORIDE,ChEMBL,1,inhibitor
HTR1F,AMISULPRIDE,ChEMBL,1,inhibitor
VDR,ALFACALCIDOL,ChEMBL,1,agonist
CD70,VORSETZUMAB MAFODOTIN,ChEMBL,1,binder
CALCR,CALCITONIN,ChEMBL,1,agonist
MAOA,MINAPRINE,ChEMBL,1,inhibitor
HTR3A,CLOTHIAPINE,ChEMBL,1,inhibitor
HTR3C,CLOTHIAPINE,ChEMBL,1,inhibitor
HTR3B,CLOTHIAPINE,ChEMBL,1,inhibitor
HTR3D,CLOTHIAPINE,ChEMBL,1,inhibitor
MSLN,SS1(DSFV)-PE38,ChEMBL,1,binder
BSG,ZIRALIMUMAB,ChEMBL,1,inhibitor
CD5,TELIMOMAB ARITOX,ChEMBL,1,binder
TNFRSF18,TRX-518,ChEMBL,1,agonist
HCN4,IVABRADINE,ChEMBL,1,blocker
GABRA5,BREXANOLONE,ChEMBL,1,positive modulator
ADRA2A,LOFEXIDINE HYDROCHLORIDE,ChEMBL,1,agonist
GABRA6,BREXANOLONE,ChEMBL,1,positive modulator
KRAS,NARLAPREVIR,ChEMBL,1,inhibitor
ADRA2A,VASOACTIVE INTESTINAL PEPTIDE,ChEMBL,1,inhibitor
PORCN,WNT-974,ChEMBL,1,inhibitor
NTRK3,SELITRECTINIB,ChEMBL,1,inhibitor
COMT,OPICAPONE,ChEMBL,1,inhibitor
CACNA1F,NITRENDIPINE,ChEMBL,1,blocker
TNKS,2X-121,ChEMBL,1,inhibitor
PARP1,2X-121,ChEMBL,1,inhibitor
GUCY1A2,OLINCIGUAT,ChEMBL,1,positive modulator
PDE9A,PF-04447943,ChEMBL,1,inhibitor
IL13,ROMILKIMAB,ChEMBL,1,inhibitor
HAVCR2,COBOLIMAB,ChEMBL,1,inhibitor
TLR9,TILSOTOLIMOD,ChEMBL,1,agonist
EGFR,AUMOLERTINIB,ChEMBL,1,inhibitor
CCR2,JNJ-41443532,ChEMBL,1,inhibitor
TYK2,DEUCRAVACITINIB,ChEMBL,1,negative modulator
TYK2,DEUCRAVACITINIB,ChEMBL,1,inhibitor
PDE5A,PF-00489791,ChEMBL,1,inhibitor
CD40LG,AT-1501,ChEMBL,1,inhibitor
CHRM1,MK-7622,ChEMBL,1,positive modulator
KDM1A,BOMEDEMSTAT,ChEMBL,1,inhibitor
GABRB2,ZOPICLONE,ChEMBL,1,positive modulator
LGALS1,DAVANAT,ChEMBL,1,inhibitor
TUBA3C,ENFORTUMAB VEDOTIN-EJFV,ChEMBL,1,inhibitor
TUBB4B,ENFORTUMAB VEDOTIN-EJFV,ChEMBL,1,inhibitor
OPRK1,SAMIDORPHAN L-MALATE,ChEMBL,1,agonist
GUCY1B1,RUNCACIGUAT,ChEMBL,1,activator
MMP14,CTS-1027,ChEMBL,1,inhibitor
TLR8,RESIQUIMOD,ChEMBL,1,agonist
IL1RL1,ASTEGOLIMAB,ChEMBL,1,inhibitor
IL1RAP,ASTEGOLIMAB,ChEMBL,1,inhibitor
HTR3A,PUMOSETRAG,ChEMBL,1,agonist
ITGB3,ZALUNFIBAN,ChEMBL,1,inhibitor
ANGPT2,ZANSECIMAB,ChEMBL,1,inhibitor
NPY2R,PEPTIDE YY HUMAN (3-36),ChEMBL,1,agonist
HTR1A,ULOTARONT,ChEMBL,1,agonist
HTR2A,PSILOCYBINE,ChEMBL,1,agonist
PARP3,E-7016,ChEMBL,1,inhibitor
GCK,LY-2608204,ChEMBL,1,activator
TUBB4B,MILATAXEL,ChEMBL,1,inhibitor
AVPR1A,TERLIPRESSIN,ChEMBL,1,binder
S1PR3,FINGOLIMOD LAURYL SULFATE,ChEMBL,1,binder
TUBB2B,APRUTUMAB IXADOTIN,ChEMBL,1,inhibitor
DRD2,PALIPERIDONE,ChEMBL,1,inhibitor
CA7,METHAZOLAMIDE,ChEMBL,1,inhibitor
CA1,METHAZOLAMIDE,ChEMBL,1,inhibitor
CHRM3,HEXOCYCLIUM METHYLSULFATE,ChEMBL,1,inhibitor
CHRM3,FESOTERODINE,ChEMBL,1,inhibitor
SSTR5,PASIREOTIDE DIASPARTATE,ChEMBL,1,agonist
TOP2A,MITOXANTRONE HYDROCHLORIDE,ChEMBL,1,inhibitor
CA2,DORZOLAMIDE HYDROCHLORIDE,ChEMBL,1,inhibitor
HRH1,EPINASTINE HYDROCHLORIDE,ChEMBL,1,inhibitor
SIGMAR1,DEXTROMETHORPHAN HYDROBROMIDE,ChEMBL,1,agonist
SIGMAR1,PENTAZOCINE HYDROCHLORIDE,ChEMBL,1,modulator
HTR1B,"ERGOLOID MESYLATES, USP",ChEMBL,1,agonist
PPARG,ROSIGLITAZONE MALEATE,ChEMBL,1,agonist
VKORC1,WARFARIN SODIUM,ChEMBL,1,inhibitor
MC2R,COSYNTROPIN,ChEMBL,1,agonist
SLC6A2,DEXTROAMPHETAMINE ADIPATE,ChEMBL,1,other/unknown
MAP2K1,TRAMETINIB DIMETHYL SULFOXIDE,ChEMBL,1,inhibitor
MAP2K2,TRAMETINIB DIMETHYL SULFOXIDE,ChEMBL,1,inhibitor
CA4,METHAZOLAMIDE,ChEMBL,1,inhibitor
PGR,NORETHYNODREL,ChEMBL,1,agonist
PGR,MEDROXYPROGESTERONE ACETATE,ChEMBL,1,agonist
CHRNA4,NICOTINE POLACRILEX,ChEMBL,1,agonist
PDE4C,AMLEXANOX,ChEMBL,1,inhibitor
OPRD1,NALTREXONE HYDROCHLORIDE,ChEMBL,1,inhibitor
OPRM1,NALTREXONE HYDROCHLORIDE,ChEMBL,1,inhibitor
OPRM1,CODEINE SULFATE,ChEMBL,1,agonist
TUBB1,PACLITAXEL,ChEMBL,1,inhibitor
TUBB4A,PACLITAXEL,ChEMBL,1,inhibitor
TUBB2A,ERIBULIN MESYLATE,ChEMBL,1,inhibitor
TUBB4B,ERIBULIN MESYLATE,ChEMBL,1,inhibitor
TUBB2B,ERIBULIN MESYLATE,ChEMBL,1,inhibitor
TUBB6,ERIBULIN MESYLATE,ChEMBL,1,inhibitor
TUBB4B,COLCHICINE,ChEMBL,1,inhibitor
TUBA3C,COLCHICINE,ChEMBL,1,inhibitor
ADRB3,CARVEDILOL,ChEMBL,1,inhibitor
DRD2,PIMOZIDE,ChEMBL,1,inhibitor
ADRA2C,APRACLONIDINE HYDROCHLORIDE,ChEMBL,1,agonist
DRD1,"ERGOLOID MESYLATES, USP",ChEMBL,1,agonist
DRD4,PERGOLIDE MESYLATE,ChEMBL,1,agonist
DRD5,"ERGOLOID MESYLATES, USP",ChEMBL,1,agonist
DRD4,AMOXAPINE,ChEMBL,1,inhibitor
ADRA2A,APRACLONIDINE HYDROCHLORIDE,ChEMBL,1,agonist
ADORA2A,CAFFEINE CITRATE,ChEMBL,1,inhibitor
ADORA3,AMINOPHYLLINE,ChEMBL,1,inhibitor
ADORA2B,CAFFEINE CITRATE,ChEMBL,1,inhibitor
TOP2A,ETOPOSIDE,ChEMBL,1,inhibitor
PTGS1,OXAPROZIN POTASSIUM,ChEMBL,1,inhibitor
PTGS1,INDOMETHACIN SODIUM,ChEMBL,1,inhibitor
ADRA2B,OXYMETAZOLINE HYDROCHLORIDE,ChEMBL,1,agonist
RRM2B,GEMCITABINE,ChEMBL,1,inhibitor
SCNN1A,TRIAMTERENE,ChEMBL,1,blocker
RRM2,GALLIUM NITRATE,ChEMBL,1,inhibitor
ADRB2,SALMETEROL XINAFOATE,ChEMBL,1,agonist
CHRNG,DECAMETHONIUM BROMIDE,ChEMBL,1,agonist
CHRNE,DECAMETHONIUM BROMIDE,ChEMBL,1,agonist
PDE8B,PENTOXIFYLLINE,ChEMBL,1,inhibitor
GABRA2,PRAZEPAM,ChEMBL,1,positive modulator
GABRD,PRAZEPAM,ChEMBL,1,positive modulator
GABRB2,PROPOFOL,ChEMBL,1,positive modulator
GABRA4,ETOMIDATE,ChEMBL,1,positive modulator
GABRD,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
GABRB1,FLURAZEPAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRG2,ETOMIDATE,ChEMBL,1,positive modulator
GABRE,ETOMIDATE,ChEMBL,1,positive modulator
GABRB2,ETOMIDATE,ChEMBL,1,positive modulator
GABRA2,THIOPENTAL SODIUM,ChEMBL,1,positive modulator
GABRA2,FLURAZEPAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA5,HALAZEPAM,ChEMBL,1,positive modulator
GABRA1,ZALEPLON,ChEMBL,1,positive modulator
RPSA,CLINDAMYCIN HYDROCHLORIDE,ChEMBL,1,inhibitor
RPSA,CLARITHROMYCIN,ChEMBL,1,inhibitor
CACNA2D1,PREGABALIN,ChEMBL,1,modulator
POLD3,GEMCITABINE,ChEMBL,1,inhibitor
PRIM2,GEMCITABINE,ChEMBL,1,inhibitor
POLE,GEMCITABINE,ChEMBL,1,inhibitor
PRIM1,GEMCITABINE,ChEMBL,1,inhibitor
CACNA1D,PREGABALIN,ChEMBL,1,modulator
CACNA1C,PREGABALIN,ChEMBL,1,modulator
CACNA1I,PREGABALIN,ChEMBL,1,modulator
CACNA1F,PREGABALIN,ChEMBL,1,modulator
SCN11A,BENOXINATE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,HEXYLCAINE HYDROCHLORIDE,ChEMBL,1,blocker
ADRA1B,DIPIVEFRIN HYDROCHLORIDE,ChEMBL,1,agonist
ADRA1A,HYDROXYAMPHETAMINE HYDROBROMIDE,ChEMBL,1,agonist
ADRB1,HYDROXYAMPHETAMINE HYDROBROMIDE,ChEMBL,1,agonist
DRD4,LOXAPINE,ChEMBL,1,inhibitor
DRD4,LOXAPINE SUCCINATE,ChEMBL,1,inhibitor
DRD4,ROTIGOTINE,ChEMBL,1,agonist
CACNA1I,ETHOSUXIMIDE,ChEMBL,1,blocker
CACNA1G,ETHOSUXIMIDE,ChEMBL,1,blocker
F2R,VORAPAXAR SULFATE,ChEMBL,1,inhibitor
HTR2A,ARIPIPRAZOLE LAUROXIL,ChEMBL,1,inhibitor
FLT4,CP-459632,ChEMBL,1,inhibitor
JAK1,GLPG-0555,ChEMBL,1,inhibitor
AURKC,CYC-116,ChEMBL,1,inhibitor
PLK1,GSK-461364A,ChEMBL,1,inhibitor
FLT4,SULFATINIB,ChEMBL,1,inhibitor
BTK,POSELTINIB,ChEMBL,1,inhibitor
RAF1,LGX-806,ChEMBL,1,inhibitor
FLT1,VEGF RECEPTOR TYROSINE KINASE INHIBITOR III,ChEMBL,1,inhibitor
FLT4,VEGF RECEPTOR TYROSINE KINASE INHIBITOR III,ChEMBL,1,inhibitor
FLT4,OSI-930,ChEMBL,1,inhibitor
PIK3CB,IZORLISIB,ChEMBL,1,inhibitor
CDK9,PHA-793887,ChEMBL,1,inhibitor
AKT1,SR-13668,ChEMBL,1,inhibitor
ROCK1,Y-39983,ChEMBL,1,inhibitor
TACR1,FIGOPITANT,ChEMBL,1,inhibitor
CHRNB2,TC-2216,ChEMBL,1,inhibitor
ERBB2,PYROTINIB,ChEMBL,1,inhibitor
MTOR,BGT-226,ChEMBL,1,inhibitor
PIK3R2,BGT-226,ChEMBL,1,inhibitor
PIK3CA,BGT-226,ChEMBL,1,inhibitor
JAK2,BMS-911543,ChEMBL,1,inhibitor
GABRG3,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRA3,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRQ,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRE,ALPRAZOLAM,ChEMBL,1,positive modulator
GABRA3,BUTALBITAL,ChEMBL,1,positive modulator
GABRE,BUTALBITAL,ChEMBL,1,positive modulator
GABRG3,BUTALBITAL,ChEMBL,1,positive modulator
GABRB2,BUTALBITAL,ChEMBL,1,positive modulator
GABRG1,BUTALBITAL,ChEMBL,1,positive modulator
GABRB2,BUTABARBITAL SODIUM,ChEMBL,1,positive modulator
GABRP,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRA6,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRB3,ACAMPROSATE CALCIUM,ChEMBL,1,positive modulator
GABRB3,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRQ,MIDAZOLAM HYDROCHLORIDE,ChEMBL,1,positive modulator
GABRA5,QUAZEPAM,ChEMBL,1,positive modulator
GABRA4,PENTOBARBITAL SODIUM,ChEMBL,1,positive modulator
GABRA2,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRB1,TEMAZEPAM,ChEMBL,1,positive modulator
GABRE,THIAMYLAL SODIUM,ChEMBL,1,positive modulator
GABRB3,ISOFLURANE,ChEMBL,1,positive modulator
GABRG3,ISOFLURANE,ChEMBL,1,positive modulator
AVPR1B,LYPRESSIN,ChEMBL,1,agonist
AVPR1A,LYPRESSIN,ChEMBL,1,agonist
IL2RA,BASILIXIMAB,ChEMBL,1,inhibitor
IL12A,USTEKINUMAB,ChEMBL,1,inhibitor
POLD2,CLOFARABINE,ChEMBL,1,inhibitor
POLA2,CLOFARABINE,ChEMBL,1,inhibitor
POLA1,FLUDARABINE,ChEMBL,1,inhibitor
POLE2,CLOFARABINE,ChEMBL,1,inhibitor
POLE,CYTARABINE,ChEMBL,1,inhibitor
PRIM2,FLUDARABINE,ChEMBL,1,inhibitor
POLD1,CLOFARABINE,ChEMBL,1,inhibitor
POLD3,CLOFARABINE,ChEMBL,1,inhibitor
POLE3,CLOFARABINE,ChEMBL,1,inhibitor
PRIM2,CLOFARABINE,ChEMBL,1,inhibitor
SCN8A,DISOPYRAMIDE PHOSPHATE,ChEMBL,1,blocker
SCN9A,DISOPYRAMIDE PHOSPHATE,ChEMBL,1,blocker
SCN1A,DRONEDARONE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,QUINIDINE SULFATE,ChEMBL,1,blocker
SCN10A,DRONEDARONE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,TETRACAINE,ChEMBL,1,blocker
SCN3A,TETRACAINE,ChEMBL,1,blocker
SCN9A,MEPIVACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,ETIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN10A,ETIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN8A,ETIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,ETIDOCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN4A,PROPARACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN9A,PROPOXYCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,PROPAFENONE HYDROCHLORIDE,ChEMBL,1,blocker
SCN5A,PROPOXYCAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN10A,PROPARACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,PROPARACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,PROPARACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN11A,PROPARACAINE HYDROCHLORIDE,ChEMBL,1,blocker
SCN5A,PROPAFENONE HYDROCHLORIDE,ChEMBL,1,blocker
SCN7A,INDECAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN11A,INDECAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN8A,TOCAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN8A,INDECAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN10A,INDECAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
SCN3A,TOCAINIDE HYDROCHLORIDE,ChEMBL,1,blocker
DRD2,LURASIDONE HYDROCHLORIDE,ChEMBL,1,inhibitor
HTR1A,BIFEPRUNOX,ChEMBL,1,agonist
PSEN2,AVAGACESTAT,ChEMBL,1,inhibitor
PSEN1,AVAGACESTAT,ChEMBL,1,inhibitor
TOP1,ETIRINOTECAN PEGOL,ChEMBL,1,inhibitor
DGAT1,PRADIGASTAT,ChEMBL,1,inhibitor
BIRC3,BIRINAPANT,ChEMBL,1,inhibitor
CHEK2,PREXASERTIB,ChEMBL,1,inhibitor
CASP9,NIVOCASAN,ChEMBL,1,inhibitor
GABRD,PAGOCLONE,ChEMBL,1,positive modulator
GABRB2,PAGOCLONE,ChEMBL,1,positive modulator
GABRG2,PAGOCLONE,ChEMBL,1,positive modulator
APP,ADUCANUMAB,ChEMBL,1,binder
DRD2,BIFEPRUNOX,ChEMBL,1,agonist
TNFRSF12A,ENAVATUZUMAB,ChEMBL,1,agonist
TNF,PEGSUNERCEPT,ChEMBL,1,inhibitor
MSTN,STAMULUMAB,ChEMBL,1,inhibitor
ITGA2,VATELIZUMAB,ChEMBL,1,inhibitor
APP,GSK933776,ChEMBL,1,binder
S1PR5,AMISELIMOD HYDROCHLORIDE,ChEMBL,1,modulator
IFNA4,RONTALIZUMAB,ChEMBL,1,inhibitor
IFNA16,RONTALIZUMAB,ChEMBL,1,inhibitor
HTR5A,AMISULPRIDE,ChEMBL,1,inhibitor
HTR3D,AMISULPRIDE,ChEMBL,1,inhibitor
HTR1A,AMISULPRIDE,ChEMBL,1,inhibitor
ACE,CARBARIL,ChEMBL,1,inhibitor
TNNI3,LEVOSIMENDAN,ChEMBL,1,positive modulator
DRD1,MINAPRINE,ChEMBL,1,agonist
DRD3,AMISULPRIDE,ChEMBL,1,inhibitor
FOLR1,MIRVETUXIMAB,ChEMBL,1,binder
CD33,AVE-9633,ChEMBL,1,binder
CD22,EPRATUZUMAB 90Y,ChEMBL,1,binder
CD28,TGN-1412,ChEMBL,1,agonist
CD3E,SOLITOMAB,ChEMBL,1,modulator
MSTN,TREVOGRUMAB,ChEMBL,1,inhibitor
MUC1,CMB-401,ChEMBL,1,binder
NECTIN4,ENFORTUMAB VEDOTIN-EJFV,ChEMBL,1,binder
GPA33,KRN-330,ChEMBL,1,binder
BTK,ELSUBRUTINIB,ChEMBL,1,inhibitor
LTB4R,CP-195543,ChEMBL,1,inhibitor
TUBB6,PACLITAXEL DOCOSAHEXAENOIC ACID,ChEMBL,1,modulator
TUBB2A,PACLITAXEL DOCOSAHEXAENOIC ACID,ChEMBL,1,modulator
TUBB8,PACLITAXEL DOCOSAHEXAENOIC ACID,ChEMBL,1,modulator
