gene_name,drug_name,interaction_source_db_name,interaction_score,interaction_type
CTSLP2,COMPOUND 35 [PMID: 20684608],GuideToPharmacology,1,inhibitor
GBE1,TINZAPARIN SODIUM,GuideToPharmacology,1,activator
BLVRB,COMPOUND 15 [PMID: 19456099],GuideToPharmacology,1,inhibitor
BLVRB,COMPOUND 35 [PMID: 19191557],GuideToPharmacology,1,inhibitor
FASLG,"[GA-DOTA,TYR3,THR8]OCTREOTIDE",GuideToPharmacology,1,agonist
FASLG,KE 108,GuideToPharmacology,1,agonist
FASLG,BIM 23068,GuideToPharmacology,1,agonist
AQP2,"L-363,301",GuideToPharmacology,1,agonist
AQP2,KE 108,GuideToPharmacology,1,agonist
AQP2,BIM 23050,GuideToPharmacology,1,agonist
AQP2,CORTISTATIN-14,GuideToPharmacology,1,agonist
AQP1,ANALOG 32 [PMID:18543899],GuideToPharmacology,1,inhibitor
AQP1,SRIF-14,GuideToPharmacology,1,agonist
AQP2,BIM 23197,GuideToPharmacology,1,agonist
AQP2,"[111IN,90Y]DOTA-TOC",GuideToPharmacology,1,agonist
GRIN1,STING AGONIST 3,GuideToPharmacology,1,agonist
HPCAL1,GNE-7883,GuideToPharmacology,1,inhibitor
THRB,DEXTROTHYROXINE,GuideToPharmacology,1,agonist
NR2C2,TRETINOIN,GuideToPharmacology,1,agonist
DOCK3,COMPOUND 15B [PMID: 16539403],GuideToPharmacology,1,inhibitor
ATP2A3,TONANTZITLOLONE,GuideToPharmacology,1,activator
ATP2B1,GSMTX-4,GuideToPharmacology,1,blocker
ATP5A2,NAFAMOSTAT,GuideToPharmacology,1,blocker
TRPM5,APV207095A,GuideToPharmacology,1,modulator
ATP5F1BP1,RUTHENIUM RED,GuideToPharmacology,1,blocker
TRPV4,QUINAZOLIN-4(3H) DERIVATIVE 36,GuideToPharmacology,1,activator
ATP5F1BP1,5'-IODORESINIFERATOXIN,GuideToPharmacology,1,blocker
FGFR4,GNE-7915,GuideToPharmacology,1,inhibitor
SLC26A2,SLC-391,GuideToPharmacology,1,inhibitor
TYK2,SAR-20347,GuideToPharmacology,1,inhibitor
UTS2R,UROTENSIN-II,GuideToPharmacology,1,agonist
FRA9B,LDN-91946,GuideToPharmacology,1,inhibitor
UTS2R,UROTENSIN-II,GuideToPharmacology,1,agonist
FUT6,MIGLUSTAT,GuideToPharmacology,1,inhibitor
CDH13,RESERPINE,GuideToPharmacology,1,inhibitor
ARCN1,HELODERMIN,GuideToPharmacology,1,agonist
FKBP1AP3,NEMTABRUTINIB,GuideToPharmacology,1,inhibitor
ANXA2P3,"[125I][LEU31,PRO34]NPY",GuideToPharmacology,1,agonist
ANXA5,NPY-(2-36),GuideToPharmacology,1,agonist
ANXA5,NPY-(13-36) (PIG),GuideToPharmacology,1,agonist
ANXA4,NPY-(13-36) (PIG),GuideToPharmacology,1,agonist
FKBP5,COMPOUND 15B [PMID: 16539403],GuideToPharmacology,1,inhibitor
A1BG,5-CT,GuideToPharmacology,1,agonist
A1BG,FLUSPIRILENE,GuideToPharmacology,1,inhibitor
A1BG,BROMOCRIPTINE,GuideToPharmacology,1,agonist
A2M,CLOZAPINE,GuideToPharmacology,1,agonist
A2M,CABERGOLINE,GuideToPharmacology,1,agonist
A2M,(+)-WAY 100135,GuideToPharmacology,1,inhibitor
A2MP1,LYSERGOL,GuideToPharmacology,1,agonist
A2MP1,FLUSPIRILENE,GuideToPharmacology,1,inhibitor
A2MP1,KETANSERIN,GuideToPharmacology,1,inhibitor
A12M1,5-CT,GuideToPharmacology,1,agonist
A12M3,VOLINANSERIN,GuideToPharmacology,1,inhibitor
A12M3,THIOTHIXENE,GuideToPharmacology,1,inhibitor
A12M3,RS-127445,GuideToPharmacology,1,inhibitor
A12M4,SB 228357,GuideToPharmacology,1,inhibitor
A12M4,KETANSERIN,GuideToPharmacology,1,inhibitor
A12M4,BROMOCRIPTINE,GuideToPharmacology,1,inhibitor
HTR2C,ARIPIPRAZOLE LAUROXIL,GuideToPharmacology,1,agonist
HTR2C,MIRTAZAPINE,GuideToPharmacology,1,inhibitor
NATP,EMD-386088,GuideToPharmacology,1,agonist
SERPINA3,5-CT,GuideToPharmacology,1,agonist
SERPINA3,OLEAMIDE,GuideToPharmacology,1,modulator
FRA10E,K-604,GuideToPharmacology,1,inhibitor
FRA17A,BW284C51,GuideToPharmacology,1,inhibitor
FKBP2,COMPOUND 1 [PMID: 20005102],GuideToPharmacology,1,inhibitor
FKBP2,GSK690693,GuideToPharmacology,1,inhibitor
CSTP1,COMPOUND 1 [PMID: 20005102],GuideToPharmacology,1,inhibitor
HBEGF,CERITINIB,GuideToPharmacology,1,inhibitor
ABCB7,RO-70-0004,GuideToPharmacology,1,inhibitor
ABCB7,SPIROXATRINE,GuideToPharmacology,1,inhibitor
ABCB7,TERAZOSIN,GuideToPharmacology,1,inhibitor
ACADSB,[PYR1]APELIN-13,GuideToPharmacology,1,agonist
BTF3P11,AUDIEN,GuideToPharmacology,1,inhibitor
ACADSB,E339-3D6,GuideToPharmacology,1,agonist
BTF3P11,AUPHEN,GuideToPharmacology,1,inhibitor
BTD,A-317567,GuideToPharmacology,1,blocker
BST2,PB2+,GuideToPharmacology,1,blocker
ABAT,CCPA,GuideToPharmacology,1,agonist
BTD,NAFAMOSTAT,GuideToPharmacology,1,blocker
CCKBR,CCK-4,GuideToPharmacology,1,agonist
ACTA1,[125I]CCL7 (HUMAN),GuideToPharmacology,1,agonist
ACTBP2,MARAVIROC,GuideToPharmacology,1,inhibitor
GMFB,BLINATUMOMAB,GuideToPharmacology,1,antibody
ACTBP5,ZK 756326,GuideToPharmacology,1,agonist
GLRA2,MOSUNETUZUMAB,GuideToPharmacology,1,antibody
GMPR,ISATUXIMAB,GuideToPharmacology,1,antibody
GATM,VELTUZUMAB,GuideToPharmacology,1,antibody
CHEK2,AZD7762,GuideToPharmacology,1,inhibitor
FRA1C,MELAGATRAN,GuideToPharmacology,1,inhibitor
ARHGDIA,L-(CIS)-DILTIAZEM,GuideToPharmacology,1,blocker
DPYD,GW-2580,GuideToPharmacology,1,inhibitor
DPYD,CEDIRANIB,GuideToPharmacology,1,inhibitor
DPYD,OSI-930,GuideToPharmacology,1,inhibitor
DPYD,M4205,GuideToPharmacology,1,inhibitor
AFF2,NAFAMOSTAT,GuideToPharmacology,1,inhibitor
BCL9,CITCO,GuideToPharmacology,1,agonist
CPT1B,CELECOXIB,GuideToPharmacology,1,inhibitor
CPT2,LUMIRACOXIB,GuideToPharmacology,1,inhibitor
ALAS2,[125I]CRF (OVINE),GuideToPharmacology,1,agonist
ALAS2,SAUVAGINE,GuideToPharmacology,1,agonist
ALAS2,[125I]SAUVAGINE (FROG),GuideToPharmacology,1,agonist
ALB,ASTRESSIN 2B,GuideToPharmacology,1,inhibitor
ALB,ASTRESSIN,GuideToPharmacology,1,inhibitor
ACTC1,CCL7,GuideToPharmacology,1,inhibitor
ACTC1,HYPOGLAUCIN A,GuideToPharmacology,1,inhibitor
ACTG1,CXCL12-(1-9) DIMER,GuideToPharmacology,1,agonist
EGR4,BOHEMINE,GuideToPharmacology,1,inhibitor
COX6A1,BMS-536924,GuideToPharmacology,1,inhibitor
COX6A1,KETOCONAZOLE,GuideToPharmacology,1,inhibitor
AMHR2,ICI198615,GuideToPharmacology,1,inhibitor
AMHR2,SULUKAST,GuideToPharmacology,1,inhibitor
DHODH,VIDOFLUDIMUS,GuideToPharmacology,1,inhibitor
DUSP2,SITRAVATINIB,GuideToPharmacology,1,inhibitor
DUSP1,NAPORAFENIB,GuideToPharmacology,1,inhibitor
APOB,ZK110841,GuideToPharmacology,1,agonist
APOB,&DELTA;12-PGJ2,GuideToPharmacology,1,agonist
ALCAM,CLOZAPINE,GuideToPharmacology,1,inhibitor
ABCD1,BLONANSERIN,GuideToPharmacology,1,inhibitor
ABCD1,APOMORPHINE,GuideToPharmacology,1,agonist
GATA2,MYCOPHENOLATE MOFETIL,GuideToPharmacology,1,inhibitor
CSNK1G2,3 ALPHA-AMINOCHOLESTANE,GuideToPharmacology,1,inhibitor
DPEP1,CERITINIB,GuideToPharmacology,1,inhibitor
DPEP1,BRIGATINIB,GuideToPharmacology,1,inhibitor
DPEP1,LINSITINIB,GuideToPharmacology,1,inhibitor
DPEP1,"INSULIN, REGULAR, HUMAN",GuideToPharmacology,1,agonist
FOXL2,GENISTEIN,GuideToPharmacology,1,agonist
BRCA2,EPICATECHIN GALLATE,GuideToPharmacology,1,agonist
BRCA2,GENISTEIN,GuideToPharmacology,1,agonist
POLR3D,ABSCISIC ACID,GuideToPharmacology,1,inhibitor
BNIP3,S7958,GuideToPharmacology,1,inhibitor
EPHB1,IVARMACITINIB,GuideToPharmacology,1,inhibitor
EPHB1,ABROCITINIB,GuideToPharmacology,1,inhibitor
EPHB1,JAK INHIBITOR 20A,GuideToPharmacology,1,inhibitor
EPHB1,JAK INHIBITOR 17B,GuideToPharmacology,1,inhibitor
EPHB1,POVORCITINIB,GuideToPharmacology,1,inhibitor
EPHB2,TINENGOTINIB,GuideToPharmacology,1,inhibitor
EPHB2,JAK INHIBITOR 20A,GuideToPharmacology,1,inhibitor
EPHB2,SAFIMALTIB,GuideToPharmacology,1,inhibitor
EPHB2,ROVADICITINIB,GuideToPharmacology,1,inhibitor
FFAR3,EXAMPLE 131 [WO2009133348],GuideToPharmacology,1,inhibitor
NUDT2,BU08028,GuideToPharmacology,1,agonist
EPHB3,SOLCITINIB,GuideToPharmacology,1,inhibitor
NUDT2,NALTRINDOLE,GuideToPharmacology,1,inhibitor
CD68,FUROSEMIDE,GuideToPharmacology,1,inhibitor
DRD2,TAFETINIB,GuideToPharmacology,1,inhibitor
DRD2,SEMAXANIB,GuideToPharmacology,1,inhibitor
ATP5ME,LINOLEIC ACID,GuideToPharmacology,1,activator
ARF5,SKA-20,GuideToPharmacology,1,activator
ARF6,UCL1684,GuideToPharmacology,1,inhibitor
ASCL1,TERTIAPIN-Q,GuideToPharmacology,1,blocker
ASD1,MG2+,GuideToPharmacology,1,inhibitor
ARG2,SKA-121,GuideToPharmacology,1,activator
ASNSP2,NICORANDIL,GuideToPharmacology,1,activator
ATP7B,PSORA-4,GuideToPharmacology,1,blocker
ATRX,LINOLEIC ACID,GuideToPharmacology,1,activator
ATRX,LINOLEIC ACID,GuideToPharmacology,1,blocker
LTB4R,LP533401,GuideToPharmacology,1,inhibitor
GGT3P,ML324,GuideToPharmacology,1,inhibitor
GLA,A-196,GuideToPharmacology,1,inhibitor
GGTA1,COMPOUND 9  [DOI:10.26434/CHEMRXIV.7072592.V1],GuideToPharmacology,1,inhibitor
MKNK2,MNK1 INHIBITOR,GuideToPharmacology,1,inhibitor
ANGPT2,&ALPHA;-MSH,GuideToPharmacology,1,agonist
ANGPT1,SETMELANOTIDE,GuideToPharmacology,1,agonist
ETFB,AZD8055,GuideToPharmacology,1,inhibitor
DRD4,COMPOUND 1O [PMID: 24210504],GuideToPharmacology,1,inhibitor
ETFB,ZANDELISIB,GuideToPharmacology,1,inhibitor
DRD4,BMS-777607,GuideToPharmacology,1,inhibitor
DTNA,MK-2461,GuideToPharmacology,1,inhibitor
DRD4,CABOZANTINIB S-MALATE,GuideToPharmacology,1,inhibitor
CYP2J2,XMT-1191,GuideToPharmacology,1,inhibitor
DTNA,SITRAVATINIB,GuideToPharmacology,1,inhibitor
SLC25A5,SIB-1893,GuideToPharmacology,1,modulator
SLC25A6,MTEB,GuideToPharmacology,1,modulator
GRM6,"(1S,3R)-ACPD",GuideToPharmacology,1,agonist
CTSH,COMPOUND 35 [PMID: 23916259],GuideToPharmacology,1,inhibitor
GRM8,DCG-IV,GuideToPharmacology,1,inhibitor
ESR1,PCC0105003,GuideToPharmacology,1,inhibitor
CTNNA1,TIZATERKIB,GuideToPharmacology,1,inhibitor
CTNND1,SB203580,GuideToPharmacology,1,inhibitor
CTNNB1,PEXMETINIB,GuideToPharmacology,1,inhibitor
MAPK3,ULIXERTINIB,GuideToPharmacology,1,inhibitor
CTNNA2,GNE-3511,GuideToPharmacology,1,inhibitor
CTNNA2,COMPOUND 20 [PMID: 30998356],GuideToPharmacology,1,inhibitor
ACE,TP0556351,GuideToPharmacology,1,inhibitor
DBP,MARIMASTAT,GuideToPharmacology,1,inhibitor
DBP,CGS-27023A,GuideToPharmacology,1,inhibitor
DBT,TP0556351,GuideToPharmacology,1,inhibitor
DCC,CM-352,GuideToPharmacology,1,inhibitor
ECI1,TP0556351,GuideToPharmacology,1,inhibitor
DCK,AZD6605,GuideToPharmacology,1,inhibitor
ANTP4,MOTILIN-(1-12) (HUMAN),GuideToPharmacology,1,agonist
FSHMD1B,SELEGILINE,GuideToPharmacology,1,inhibitor
AADAC,AZD6088,GuideToPharmacology,1,agonist
AAMP,FURTRETHONIUM IODIDE,GuideToPharmacology,1,agonist
AAMP,DIMETHYL-W84,GuideToPharmacology,1,modulator
AAMP,P-F-HHSID,GuideToPharmacology,1,inhibitor
ANK3,UCSF3384,GuideToPharmacology,1,agonist
APOF,ATICAPRANT,GuideToPharmacology,1,inhibitor
F7,COMPOUND 27 [PMID: 35834807],GuideToPharmacology,1,inhibitor
F7,EGANELISIB,GuideToPharmacology,1,inhibitor
F7,RV6153,GuideToPharmacology,1,inhibitor
F7R,ZANDELISIB,GuideToPharmacology,1,inhibitor
F7R,SELETALISIB,GuideToPharmacology,1,inhibitor
F2R,TORIN 2,GuideToPharmacology,1,inhibitor
COL11A2,APREMILAST,GuideToPharmacology,1,inhibitor
COL10A1,MK-0873,GuideToPharmacology,1,inhibitor
COL12A1,APREMILAST,GuideToPharmacology,1,inhibitor
COL10A1,ROLIPRAM,GuideToPharmacology,1,inhibitor
COL10A1,"6-HYDROXY-5,7-DIMETHOXYFLAVONE",GuideToPharmacology,1,inhibitor
COL11A1,RO20-1724,GuideToPharmacology,1,inhibitor
COL11A1,"6-HYDROXY-5,7-DIMETHOXYFLAVONE",GuideToPharmacology,1,inhibitor
COL11A2,RO20-1724,GuideToPharmacology,1,inhibitor
COL12A1,RS-25344,GuideToPharmacology,1,inhibitor
DPP4,QUIZARTINIB,GuideToPharmacology,1,inhibitor
DPP6,COMPOUND 5E [PMID: 28580438],GuideToPharmacology,1,inhibitor
DPP6,TANDUTINIB,GuideToPharmacology,1,inhibitor
DPP6,TAFETINIB,GuideToPharmacology,1,inhibitor
GNAI2,"COMPOUND 5 [TOMASSI ET AL., 2020]",GuideToPharmacology,1,inhibitor
FRA2K,PEPTIDE 18 [PMID: 24350995],GuideToPharmacology,1,inhibitor
BDNF,PF-03882845,GuideToPharmacology,1,inhibitor
FRA6A,COMPOUND 11 [PMID: 29442501],GuideToPharmacology,1,inhibitor
PSMB8,HT1042,GuideToPharmacology,1,inhibitor
PRMT5,EPZ015666,GuideToPharmacology,1,inhibitor
FRA6D,COMPOUND 3B [PMID: 24946214],GuideToPharmacology,1,inhibitor
CMTX3,COMPOUND 1 [PMID: 22795084],GuideToPharmacology,1,inhibitor
CNC2,C21,GuideToPharmacology,1,inhibitor
CTBP1,SOTRASTAURIN,GuideToPharmacology,1,inhibitor
CTAG1B,SOTRASTAURIN,GuideToPharmacology,1,inhibitor
GOLGA1,AZD7648,GuideToPharmacology,1,inhibitor
PRKG1,GSK690693,GuideToPharmacology,1,inhibitor
PRKG1,ALLOSTERIC MODULATOR 33 [PMID: 35878399],GuideToPharmacology,1,modulator
FANCA,GSK690693,GuideToPharmacology,1,inhibitor
ACSL1,CEP-37440,GuideToPharmacology,1,inhibitor
HOXA6,VOCIPROTAFIB,GuideToPharmacology,1,inhibitor
FAP,PONATINIB,GuideToPharmacology,1,inhibitor
GOLGA3,CCG-50014,GuideToPharmacology,1,inhibitor
FANCG,PONATINIB,GuideToPharmacology,1,inhibitor
GP2,RGS4 INHIBITOR 11B,GuideToPharmacology,1,inhibitor
BCHEL1,TRETINOIN,GuideToPharmacology,1,agonist
BCHEL1,CD666,GuideToPharmacology,1,agonist
BCHEL1,KCL-286,GuideToPharmacology,1,agonist
BCHE,AROTINOID ACID,GuideToPharmacology,1,agonist
GP2,CCG-203920,GuideToPharmacology,1,inhibitor
BCHEL3,AROTINOID ACID,GuideToPharmacology,1,agonist
BCHEL3,ADAPALENE,GuideToPharmacology,1,agonist
PTK2B,ZETELETINIB,GuideToPharmacology,1,inhibitor
EFNA4,COMPOUND 7D [PMID: 25703523],GuideToPharmacology,1,inhibitor
CCKBR,[3H]L365260,GuideToPharmacology,1,inhibitor
FMOD,JNJ-67569762,GuideToPharmacology,1,inhibitor
A12M1,[3H]5-HT,GuideToPharmacology,1,agonist
A12M3,DOI,GuideToPharmacology,1,agonist
FOLR2L,LHVS,GuideToPharmacology,1,inhibitor
GRK3,QWF,GuideToPharmacology,1,inhibitor
AMYP1,COMPOUND 38 [PMID: 22123324],GuideToPharmacology,1,inhibitor
GLRA1,GINKGOLIDE X,GuideToPharmacology,1,inhibitor
DBH,Z-WEHD-FMK,GuideToPharmacology,1,inhibitor
BCYRN1P2,AC-186,GuideToPharmacology,1,agonist
CD24P1,ORG 24598,GuideToPharmacology,1,inhibitor
BCKDHA,CLOFIBRATE,GuideToPharmacology,1,agonist
FRA1A,ABELACIMAB,GuideToPharmacology,1,antibody
APOF,&BETA;-FNA,GuideToPharmacology,1,inhibitor
BIRC2,ADENOSINE TRIPHOSPHATE,GuideToPharmacology,1,agonist
ANK2,2-[125I]MELATONIN,GuideToPharmacology,1,agonist
FKBP1AP3,XILIERTINIB,GuideToPharmacology,1,inhibitor
AANAT,OXOTREMORINE-M,GuideToPharmacology,1,agonist
BAK1P1,COMPOUND 32 [PMID: 31638797],GuideToPharmacology,1,agonist
DXO,TUXOBERTINIB,GuideToPharmacology,1,inhibitor
ANPEP,LY379268,GuideToPharmacology,1,agonist
ARAF,[PHE3]OT,GuideToPharmacology,1,agonist
BMAL1,TETRAHYDRODEOXYCORTICOSTERONE,GuideToPharmacology,1,modulator
FOXL2,DATISCETIN,GuideToPharmacology,1,agonist
DPP6,SOTULETINIB,GuideToPharmacology,1,inhibitor
STK4,COMPOUND 38 [PMID: 20817473],GuideToPharmacology,1,inhibitor
ATP2B1,(-)-ENGLERIN A,GuideToPharmacology,1,activator
APOC1,PF-04852946,GuideToPharmacology,1,inhibitor
ASCL1,BA2+,GuideToPharmacology,1,blocker
LRRC32,QUISINOSTAT,GuideToPharmacology,1,inhibitor
AANAT,METHYLFURMETHIDE,GuideToPharmacology,1,agonist
AQP1,&BETA;3-TETRAPEPTIDE,GuideToPharmacology,1,agonist
DUSP1,DDR1/2 INHIBITOR 5N,GuideToPharmacology,1,inhibitor
ALDH3B2,FMET-MET-TRP-LEU-LEU,GuideToPharmacology,1,agonist
IL6R,SARILUMAB,GuideToPharmacology,1,antibody
F7,AZD6482,GuideToPharmacology,1,inhibitor
FDX1,MIVAVOTINIB,GuideToPharmacology,1,inhibitor
F5,COMPOUND 82 [PMID: 21332118],GuideToPharmacology,1,inhibitor
CYP3A51P,APSTATIN,GuideToPharmacology,1,inhibitor
DPAGT1,TX2-121-1,GuideToPharmacology,1,inhibitor
AAMP,HEXAHYDROSILADIFENIDOL,GuideToPharmacology,1,inhibitor
AANAT,REVEFENACIN,GuideToPharmacology,1,inhibitor
EIF4A1,VORUCICLIB,GuideToPharmacology,1,inhibitor
DPYSL2,3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,GuideToPharmacology,1,inhibitor
GPT,ABL127,GuideToPharmacology,1,inhibitor
EWSR1,WZ4003,GuideToPharmacology,1,inhibitor
ELANE,MW01,GuideToPharmacology,1,inhibitor
AQP8,CICAPROST,GuideToPharmacology,1,agonist
SLC25A4,LY379268,GuideToPharmacology,1,agonist
FNTA,IPTACOPAN,GuideToPharmacology,1,inhibitor
BCL5,TROPIFEXOR,GuideToPharmacology,1,agonist
PRDM1,COMPOUND 9 [PMID: 1992149],GuideToPharmacology,1,inhibitor
XCR1,1-METHYL-L-TRYPTOPHAN,GuideToPharmacology,1,inhibitor
FKBP1AP4,MIVAVOTINIB,GuideToPharmacology,1,inhibitor
BDNF,LEVONORGESTREL,GuideToPharmacology,1,agonist
ALDH2,ZOTEPINE,GuideToPharmacology,1,inhibitor
SLC25A6,CDPPB,GuideToPharmacology,1,modulator
BTD,AMILORIDE,GuideToPharmacology,1,blocker
GALR2,GALP(3-32) (HUMAN),GuideToPharmacology,1,agonist
DRD5P2,GNF-5837,GuideToPharmacology,1,inhibitor
APOA4,PRRP-(24-31) (HUMAN),GuideToPharmacology,1,agonist
SERPINA3,5-HYDROXYTRYPTAMINE,GuideToPharmacology,1,agonist
DPYS,PACRITINIB,GuideToPharmacology,1,inhibitor
CD24P1,(R)-NFPS,GuideToPharmacology,1,inhibitor
EPHA8,COMPOUND 7 [PMID: 22464456],GuideToPharmacology,1,inhibitor
FMO5,JNJ-67569762,GuideToPharmacology,1,inhibitor
A12M3,ZOTEPINE,GuideToPharmacology,1,inhibitor
GNAI2,NIRAPARIB,GuideToPharmacology,1,inhibitor
KCNT2,BA2+,GuideToPharmacology,1,blocker
EIF4EP1,SORAFENIB,GuideToPharmacology,1,inhibitor
GRK3,PAMP-20,GuideToPharmacology,1,agonist
AANAT,NNC 11-1585,GuideToPharmacology,1,agonist
ACTBP2,CCL2,GuideToPharmacology,1,agonist
ALOX12P2,J20 (GALANIN ANALOGUE),GuideToPharmacology,1,agonist
SLC29A1,CDK/CRK INHIBITOR,GuideToPharmacology,1,inhibitor
GPC4,COMPOUND 31 [PMID: 22902653],GuideToPharmacology,1,inhibitor
ARR3,[3H]MUSCIMOL,GuideToPharmacology,1,agonist
NUDT2,ENADOLINE,GuideToPharmacology,1,agonist
EPS15,XILIERTINIB,GuideToPharmacology,1,inhibitor
XIAP,[ILE5]PTHRP-(1-36) (HUMAN),GuideToPharmacology,1,agonist
ABAT,NECA,GuideToPharmacology,1,agonist
DXO,NERATINIB,GuideToPharmacology,1,inhibitor
ACAT2,"[D-TYR6,&BETA;-ALA11,N-ME-ALA13,NLE14]BOMBESIN-(6-14)",GuideToPharmacology,1,agonist
FRV1,SKI II,GuideToPharmacology,1,inhibitor
BCHEL1,AGN193109,GuideToPharmacology,1,inhibitor
NAT1,PF-04995274,GuideToPharmacology,1,agonist
ENG,DS21360717,GuideToPharmacology,1,inhibitor
GNRHR,[GLN8]GNRH,GuideToPharmacology,1,agonist
ERCC8,TRYPTOPHAN,GuideToPharmacology,1,inhibitor
MS4A2,COMPOUND 19A [PMID: 30503936],GuideToPharmacology,1,inhibitor
AQP2,BIM 23060,GuideToPharmacology,1,agonist
A1BG,ZOTEPINE,GuideToPharmacology,1,inhibitor
A1BG,[3H]WAY100635,GuideToPharmacology,1,inhibitor
A2M,RIZATRIPTAN BENZOATE,GuideToPharmacology,1,agonist
A2M,RU 24969,GuideToPharmacology,1,agonist
A12M1,1-NAPHTHYLPIPERAZINE,GuideToPharmacology,1,inhibitor
A12M3,VER-3323,GuideToPharmacology,1,agonist
A12M3,SB 242084,GuideToPharmacology,1,inhibitor
A12M4,METERGOLINE,GuideToPharmacology,1,inhibitor
HTR2C,SARPOGRELATE,GuideToPharmacology,1,inhibitor
HTR2C,SB 216641,GuideToPharmacology,1,agonist
HTR2C,RS-102221,GuideToPharmacology,1,inhibitor
HTR2C,IDALOPIRDINE,GuideToPharmacology,1,inhibitor
NAT1,TD-8954,GuideToPharmacology,1,agonist
NATP,EMDT,GuideToPharmacology,1,agonist
NAT2,METERGOLINE,GuideToPharmacology,1,inhibitor
NATP,WAY-208466,GuideToPharmacology,1,agonist
NATP,SB399885,GuideToPharmacology,1,inhibitor
GSS,PFKFB3 KINASE INHIBITOR 69,GuideToPharmacology,1,inhibitor
ADAM10,COMPOUND 25 [PMID: 18068976],GuideToPharmacology,1,inhibitor
DNM2,MOMELOTINIB,GuideToPharmacology,1,inhibitor
TRDMT1,VACTOSERTIB,GuideToPharmacology,1,inhibitor
CNN1,TOFA,GuideToPharmacology,1,inhibitor
ADAM10,GI254023X,GuideToPharmacology,1,inhibitor
HBEGF,ZOTIZALKIB,GuideToPharmacology,1,inhibitor
HELLS,ORLISTAT,GuideToPharmacology,1,inhibitor
GNA12,AK198,GuideToPharmacology,1,inhibitor
HBEGF,COMPOUND 5G [PMID: 20483621],GuideToPharmacology,1,inhibitor
GNA12,ZENARESTAT,GuideToPharmacology,1,inhibitor
ABCF1,PRAZOSIN,GuideToPharmacology,1,inhibitor
ABCF1,ALFUZOSIN,GuideToPharmacology,1,inhibitor
ABCA4,RS-17053,GuideToPharmacology,1,inhibitor
ABCA4,INDORAMIN,GuideToPharmacology,1,inhibitor
ABCA4,DOXAZOSIN MESYLATE,GuideToPharmacology,1,inhibitor
ABL1,LOFEXIDINE,GuideToPharmacology,1,agonist
AOC1,ZOTEPINE,GuideToPharmacology,1,inhibitor
ABL2,TOLAZOLINE,GuideToPharmacology,1,inhibitor
BEVI,ENZALUTAMIDE,GuideToPharmacology,1,inhibitor
BEVI,ANDARINE,GuideToPharmacology,1,agonist
CYP2C9,COMPOUND 9 [PMID: 1738140],GuideToPharmacology,1,inhibitor
ABAT,SCH442416,GuideToPharmacology,1,inhibitor
ABCA1,ETRUMADENANT,GuideToPharmacology,1,inhibitor
ABCA3,MRS1754,GuideToPharmacology,1,inhibitor
EEF1D,AMG-900,GuideToPharmacology,1,inhibitor
ACADM,"[SAR1,ILE8]ANG-II",GuideToPharmacology,1,inhibitor
ACADM,LY301875,GuideToPharmacology,1,inhibitor
EEF1D,CDK2 INHIBITOR IV,GuideToPharmacology,1,inhibitor
ACAT1,PHYLLOLITORIN,GuideToPharmacology,1,agonist
ACAT1,BOMBESIN,GuideToPharmacology,1,agonist
CSRP2,CCG258747,GuideToPharmacology,1,inhibitor
FMO5,AM-6494,GuideToPharmacology,1,inhibitor
ABO,LEVOSALBUTAMOL,GuideToPharmacology,1,agonist
ABO,SOTALOL,GuideToPharmacology,1,inhibitor
ABO,[125I]ICYP,GuideToPharmacology,1,inhibitor
EFNA2,CHIR-265,GuideToPharmacology,1,inhibitor
EFNA1,ACALABRUTINIB,GuideToPharmacology,1,inhibitor
EFNA4,COMPOUND 4D [PMID: 21851057],GuideToPharmacology,1,inhibitor
EFNA3,COMPOUND 38 [PMID: 24000170],GuideToPharmacology,1,inhibitor
EFNA4,XY-06-007,GuideToPharmacology,1,inhibitor
BRD7,BI-9564,GuideToPharmacology,1,inhibitor
EFNB2,REMIBRUTINIB,GuideToPharmacology,1,inhibitor
ASIC1,LYS-KALLIDIN,GuideToPharmacology,1,agonist
BDKRB2,FR191413,GuideToPharmacology,1,agonist
ASIC1,B-9958,GuideToPharmacology,1,inhibitor
BDKRB2,[125I]HPP-HOE140,GuideToPharmacology,1,inhibitor
EFNB3,COMPOUND 2-3-2 [PMID: 24900824],GuideToPharmacology,1,inhibitor
EFNB3,COMPOUND 2-1-1 [PMID: 24900824],GuideToPharmacology,1,inhibitor
EFNB3,COMPOUND 2-3-1 [PMID: 24900824],GuideToPharmacology,1,inhibitor
BDKRB2,NPC-567,GuideToPharmacology,1,inhibitor
ACACB,PMX205,GuideToPharmacology,1,inhibitor
ACACB,"EU-DTPA-[SER27, NLE70]HC5A",GuideToPharmacology,1,agonist
ACACA,SB290157,GuideToPharmacology,1,inhibitor
C1QBP,CACCINH-A01,GuideToPharmacology,1,blocker
DBIL3,ISATIN SULFONAMIDE 34 [PMID: 11384246],GuideToPharmacology,1,inhibitor
ATP6V1E1,CALCISEPTINE,GuideToPharmacology,1,blocker
ATP6AP1,TTA-A2,GuideToPharmacology,1,blocker
FOS,LHVS,GuideToPharmacology,1,inhibitor
ACRV1,DRONABINOL,GuideToPharmacology,1,agonist
